NO,NAMA PPIU,NOMOR SK,KONTAK & ALAMAT,CABANG,
51,"PT. ABHINAYA SADINA WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","NOMOR U.35 TAHUN 2023 (U.02206039805250001 TAHUN 2
TGL SK: 14-04-2023
DIREKTUR: HJ. HASTUTI PURWANI","PERUMAHAN PURI GADING PGR 194 JL PURI GADING UTARA RAYA, JATI MELATI, PONDOK MELATI, KOTA BEKASI, JAWA BARAT TELP. 02184346909 EMAIL: ABHINAYATOURTRAVEL22@GMAIL.COM",0,Detail
52,"PT. ABHITA ANANTA TUR
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91203094103810001
TGL SK: 12-12-2022
DIREKTUR: NAJIB WAHYUDIN","JL. AHMAD YANI NO. 768 RT-RW: 0-0, KELURAHAN CICAHEUM, KECAMATAN KIARACONDONG, KOTA BANDUNG, JAWA BARAT PT.ABHITAANANTATUR.PERIZINAN@GMAIL.COM 089674529115",0,Detail
53,"PT. ABID SOEHEILY QARI
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91201099526380001
TGL SK: 16-11-2023
DIREKTUR: ALHADI FADHLI","JALAN PROF. H.M. YAMIN, SH RT-RW: 017-000, KELURAHAN PASAR ATAS, KECAMATAN BANGKO, KAB. MERANGIN, JAMBI. TELEPON : 082391625368 EMAIL : SH_ADI@ROCKETMAIL.COM",0,Detail
54,"PT. ABIKARYA BANGUN INDONESIA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","26122100064780008
TGL SK: 24-07-2023
DIREKTUR: MUHAMMAD HERI IRAWAN","JALAN KEJAPANAN VII RT 08 RW 13 NOMOR 27, DESA-KELURAHAN KEJAPANAN, KECAMATAN GEMPOL, KABUPATEN PASURUAN, PROVINSI JAWA TIMUR. TELEPON : 082245300900 EMAIL : ABIKARYABANGUNINDONESIA@GMAIL.COM",0,Detail
55,"PT. ABU ATTA TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","08032200196890001
TGL SK: 06-12-2023
DIREKTUR: ANDRI MURIANTO","KOMPLEK RUKO ROYAL PLATINUM II NO.8B-C, JL MELATI KECAMATAN TAMPAN KOTA PEKANBARU RIAU RT-RW: 02-01, KELURAHAN BINAWIDYA, KECAMATAN TAMPAN, KOTA PEKANBARU, RIAU. TELEPON : 0811766506 EMAIL : PT.ABUATTATRAVEL@GMAIL.COM",0,Detail
56,"PT. ABU BAKAR BERKAH
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","22082200682790004
TGL SK: 18-10-2023
DIREKTUR: H. JUMADI","RUKO IVY PARK A-16 RT-RW: 003-005, KELURAHAN PESANTREN, KECAMATAN MIJEN, KOTA SEMARANG, JAWA TENGAH. TELEPON : RUKO IVY PARK A-16 RT-RW: 003-005, KELURAHAN PESANTREN, KECAMATAN MIJEN, KOTA SEMARANG, JAWA TENGAH. TELEPON : 081328897272 EMAIL : ABUBAKARBERKAH786@GMAIL.COM",0,Detail
57,"PT. ABU HINDI ALASYI
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","25112100267150003
TGL SK: 06-12-2023
DIREKTUR: TGK H.M. IQBAL HANAFIAH, MA","DUSUN GLEUM, DESA BLANG UYOK RT-RW: 000-000, KELURAHAN BLANG UYOK, KECAMATAN JULOK, KAB. ACEH TIMUR, ACEH. TELEPON : 085262222231 EMAIL : ABUHINDIALASYI@GMAIL.COM",0,Detail
58,"PT. ABU MEKKAH TOUR DAN TRAVEL
Akreditasi: B
Tgl Akreditasi: 25-01-2024
Lembaga Akreditasi: PT DIFAYA TERAMPIL MANDIRI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.346 TAHUN 2020
TGL SK: 17-10-2020
DIREKTUR: MULTAZAM","JALAN CUT NYAK DHIEN NO. 650-651, KELURAHAN EMPERUM, KECAMATAN JAYA BARU, KOTA BANDA ACEH, PROVINSI ACEH TELP. 06518082894 EMAIL: ABUMEKKAHTRAVEL@GMAIL.COM",0,Detail
59,"PT. ABU WALAD WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","NOMOR U.392 TAHUN 2021
TGL SK: 02-08-2021
DIREKTUR: MUHAMMAD IMAN AKBAR","JL. GATOT SUBROTO NO. 10 D, KEL. KURIPAN, KEC. BANJARMASIN TIMUR, KOTA BANJARMASIN, PROV. KALIMANTAN SELATAN TELP. 05116774034 EMAIL : ABUWALADTRAVEL@GMAIL.COM",0,Detail
60,"PT. ABUS BUMITAMA SEMESTA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","15052300698770002
TGL SK: 14-11-2024
DIREKTUR: DWI ASNAWATI","PERUM SUDIRMAN INDAH BLOK D.1 NOMOR 14 RT-RW: 004-006, KELURAHAN TIGARAKSA, KECAMATAN TIGARAKSA, KAB. TANGERANG, BANTEN. TELEPON ; 081231957116 EMAIL ; PTABUSBUMITAMAS@GMAIL.COM",0,Detail
61,"PT. ABUSIRAJ SEMESTA QURANI
Akreditasi: B
Tgl Akreditasi: 04-01-2024
Lembaga Akreditasi: PT DIFAYA TERAMPIL MANDIRI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.176 TAHUN 2020
TGL SK: 13-07-2020
DIREKTUR: M. KHUSAINI AMRI","JL. T. CHIK DIPINEUNG RAYA NO. 26, RT:-/RW:- KELURAHAN PINEUNG KECAMATAN SYIAH KUALA KOTA BANDA ACEH PROVINSI ACEH TELP. 06517555312 EMAIL: ABUSIRAJ.TOUR@GMAIL.COM",0,Detail
62,"PT. ACEH WISATA AGUNG
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","12102200322190002
TGL SK: 21-12-2023
DIREKTUR: FIRZA ALFARIDZI","JALAN MEDAN - BANDA ACEH NOMOR : 02 RT-RW: 000-000, KELURAHAN GAMPONG BARO, KECAMATAN IDI RAYEUK, KAB. ACEH TIMUR, ACEH. TELEPON : 085260421158 EMAIL : PTACCEHWISATAGUNG@GMAIL.COM",0,Detail
63,"PT. ACHSAN JAYA TOUR TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","29092200008660002
TGL SK: 22-02-2024
DIREKTUR: RACHMAYUNI","JALAN FLAMBOYAN I PERUMAHAN DE FLAMBOYAN GARDEN B6 RT-RW: 000-000, KELURAHAN MARISO, KECAMATAN MARISO, KOTA MAKASSAR, SULAWESI SELATAN. TELEPON : 082393930101 EMAIL : ACHSANJAYATRAVEL711@GMAIL.COM",0,Detail
64,"PT. ACHSANA GLOBAL PERKASA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91201029918470002
TGL SK: 22-02-2024
DIREKTUR: BAMBANG AGUS SUTOMO","GRAHA PRAKU JL. RAYA JATIMAKMUR NOMOR 25 RT-RW: 000-000, KELURAHAN JATIMAKMUR, KECAMATAN PONDOKGEDE, KOTA BEKASI, JAWA BARAT. TELEPON : 02156927941 EMAIL : ACHSANAGLOBALPERKASA@GMAIL.COM",0,Detail
65,"PT. ADA MULTI KARYA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","06062300830510002
TGL SK: 15-04-2024
DIREKTUR: JOHARI","RUKO REMPOA 8, JL.PAHLAWAN NO 2 RT/RW: 004/013, KELURAHAN BINTARO, KECAMATAN PESANGGRAHAN, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA. TELP. 02127840109 EMAIL: MULTIKARYAWISATA@GMAIL.COM",0,Detail
66,"PT. ADA TAFT WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","19072200002180004
TGL SK: 19-10-2022
DIREKTUR: LASTY ANNISA","GRAND GALAXY CITY – JL. ROSE GARDEN 2 NO. 5, RT.002-RW.017 RT-RW: 002-017, KELURAHAN JAKASETIA, KECAMATAN BEKASI SELATAN, KOTA BEKASI, JAWA BARAT EMAIL : ADATAFTWISATA@GMAIL.COM TELP. 081289807140",0,Detail
67,"PT. ADAM HIJRAH TRAVEL
Akreditasi: B
Tgl Akreditasi: 08-08-2023
Lembaga Akreditasi: PT. DIFAYA TERAMPIL MANDIRI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.311 TAHUN 2020
TGL SK: 24-09-2020
DIREKTUR: DAMHUDI",JALAN RAYA PONCOL NO. 03 RT. 001 RW. 007 KELURAHAN CIRACAS KECAMATAN CIRACAS KOTA JAKARTA TIMUR - DAERAH KHUSUS IBUKOTA JAKARTA TELP. 02121387908 EMAIL: ADAMTRAVEL15@GMAIL.COM,0,Detail
68,"PT. ADAM INDONESIA BAHAGIA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","23122200020530001
TGL SK: 09-01-2024
DIREKTUR: AHMAD ZAINUDDIN","JL. HM SUNAN SH PERUMAHAN ZAHIDAH REGENCY RT-RW: 003-002, KELURAHAN PANARUKAN, KECAMATAN KEPANJEN, KAB. MALANG, JAWA TIMUR. TELEPON : 081945372929 EMAIL : PTADAMINDONESIABAHAGIA@GMAIL.COM",0,Detail
69,"PT. ADELINE FITTRAH TRAVELINDO
Akreditasi: A
Tgl Akreditasi: 18-01-2024
Lembaga Akreditasi: PT EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.160 TAHUN 2021
TGL SK: 25-02-2021
DIREKTUR: ADELINA","JL. KAWI RAYA NO. 40 RT. 006 RW. 002 KEL. GUNTUR, KEC. SETIABUDI, KOTA JAKARTA SELATAN, DKI JAKARTA TELP. 0218308814 EMAIL: ADELINETOURTRAVEL2021@GMAIL.COM",0,Detail
70,"PT. ADHIYA WISATA UTAMA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","10022200604340002
TGL SK: 22-10-2023
DIREKTUR: M. REZA KEMAL NUGRAHA","JALAN RAYA A.H. NASUTION TRITAN POINT B3 NO. 18 RT-RW: 000-000, KELURAHAN CIPADUNG WETAN, KECAMATAN PANYILEUKAN, KOTA BANDUNG, JAWA BARAT. TELEPON : 081395757476 EMAIL : ADHIYATOUR@GMAIL.COM",0,Detail
71,"PT. ADIB HARAMAIN BERKAH DAN LAJU
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91203019720590003
TGL SK: 11-02-2023
DIREKTUR: ADIB AMINUDDIN","DUKUH RT-RW: 002-002, KELURAHAN TINGKIR LOR, KECAMATAN TINGKIR, KOTA SALATIGA, JAWA TENGAH PTADIBHARAMAINBERKAHDANLAJU@GMAIL.COM 082134309977",0,Detail
72,"PT. ADIBA CAHAYA NUSANTARA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","81202142728640002
TGL SK: 27-09-2023
DIREKTUR: AZIZAH INTAN","RUKO PONDOK GEDE INDAH, JL. RAYA PONDOK GEDE 18-R RT-RW: 005-008, KELURAHAN , KECAMATAN , KOTA ADM. JAKARTA TIMUR, DKI JAKARTA. TELEPON : 02131906435 EMAIL : ADIBATRAVEL.IZIN@GMAIL.COM",0,Detail
73,"PT. ADIGUNA GRACIO WISATA
Akreditasi: B
Tgl Akreditasi: 08-11-2023
Lembaga Akreditasi: PT DIFAYA TERAMPIL MANDIRI
STATUS DAFTAR HITAM: TIDAK","02200037215170001
TGL SK: 13-02-2024
DIREKTUR: IDA YANI SACA","PONDOK CILEGON INDAH BLOK A4 NO. 30 RT/RW: 003/006, KELURAHAN KEDALEMAN, KECAMATAN CIBEBER, KOTA CILEGON, BANTEN TELEPON : 087888954097 EMAIL : PT.ADIGUNAGRACIOWISATA@GMAIL.COM",0,Detail
74,"PT. ADITA AL TAHIR
Akreditasi: A
Tgl Akreditasi: 12-01-2024
Lembaga Akreditasi: PT EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.348 TAHUN 2020
TGL SK: 17-10-2020
DIREKTUR: MULJADI SUGIHARTO HIMAWAN","JL. BHAYANGKARA 1, RUKO DUTA BINTARO TAHAP 2, BLOK AB3 NO 2, KEL. PAKU JAYA, KEC SERPONG UTARA, KOTA TANGERANG SELATAN, PROVINSI BANTEN TELP. 02122454073-0811460908 EMAIL: ADITAALTAHIR@GMAIL.COM",0,Detail
75,"PT. ADLIYAH AMANAH UTAMA
Akreditasi: A
Tgl Akreditasi: 18-12-2023
Lembaga Akreditasi: PT EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR 811 TAHUN 2017
TGL SK: 03-10-2017
DIREKTUR: H. IKHWANSYAH NASUTION, S. SOS","JL. PADANG NO. 2 F, KEL. BANDAR SELAMAT, KEC. MEDAN TEMBUNG, KOTA MEDAN, SUMATERA UTARA",0,Detail
76,"PT. ADRI PUTRA ABADI
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","06122300664310001
TGL SK: 24-02-2024
DIREKTUR: JERRY M NAZAR","PERUMAHAN CIKEAS GARDENIA BLOK B1 NO. 8 RT-RW: -, KELURAHAN CIKEAS UDIK, KECAMATAN GUNUNG PUTRI, KAB. BOGOR, JAWA BARAT. TELEPON : 081928442598 EMAIL : ADRIPUTRA8@GMAIL.COM",0,Detail
77,"PT. ADYA KAZA WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","17102200620270002
TGL SK: 22-03-2023
DIREKTUR: ALFA EDISONHAJI","D`MANSION PERUMAHAN JATINEGARA INDAH, JALAN GUNUNG MERAPI BLOK B NOMOR 28 RT-RW: 002-009, KELURAHAN JATINEGARA, KECAMATAN CAKUNG, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA TELEPON: 08118306669 EMAIL : WISATAADYA@GMAIL.COM",0,Detail
78,"PT. ADZAN INSAN KARIMAH
Akreditasi: C
Tgl Akreditasi: 06-12-2020
Lembaga Akreditasi: -
STATUS DAFTAR HITAM: TIDAK","02200062121550001 (NOMOR U.488 TAHUN 2020)
TGL SK: 13-02-2024
DIREKTUR: MUHAMMAD IQBAL","JALAN RUSA NO 25 RT/RW: 01/03, KELURAHAN MARICAYA, KECAMATAN MAKASSAR, KOTA MAKASSAR, SULAWESI SELATAN TELP. 0811427177 EMAIL: AGUSNARWIS@GMAIL.COM",0,Detail
79,"PT. ADZIKRA
Akreditasi: A
Tgl Akreditasi: 14-12-2021
Lembaga Akreditasi: PT. Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","NOMOR U.9 TAHUN 2022
TGL SK: 10-02-2022
DIREKTUR: PUTRI MARIA NASHWAH","DUTA MAS FATMAWATI BLOK C2 NO.11-12, JL. RS. FATMAWATI NO. 39 KECAMATAN KEBAYORAN BARU JAKARTA SELATAN TELP. 0217231344 EMAIL: MARKETINGADZIKRA@YAHOO.COM",2,Detail
80,"PT. ADZKIA ELDRIANSYAH WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02200017104560001
TGL SK: 30-12-2022
DIREKTUR: EDWIN ELDRIANSYAH, ST","RUKO BULEVAR HIJAU BLOK A3 NO. 6, RT-RW: 008-009, KELURAHAN PEJUANG, KECAMATAN MEDANSATRIA, KOTA BEKASI, JAWA BARAT. 08129231381 ADZKIA.WISATA@GMAIL.COM",0,Detail
81,"PT. AERO GLOBE INDONESIA
Akreditasi: A
Tgl Akreditasi: 19-08-2019
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR U.308 TAHUN 2021
TGL SK: 21-06-2021
DIREKTUR: DEVI YANTI","AEROWISATA BUILDING, JL. PRAJURIT KKO USMAN & HARUN NO. 32 JAKARTA PUSAT PROVINSI DKI JAKARTA 10410 INDONESIA TELP. 02183780480 EMAIL: AEROHAJJ@AEROWISATATRAVEL.COM",6,Detail
82,"PT. AERO UMROH NUSANTARA
Akreditasi: A
Tgl Akreditasi: 12-12-2023
Lembaga Akreditasi: PT. EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","02680102315490003 (NOMOR U.148 TAHUN 2021)
TGL SK: 13-02-2024
DIREKTUR: EMILYANI","JALAN RAYA PONDOK GEDE NOMOR 06 RT/RW 003/001, KELURAHAN DUKUH, KECAMATAN KRAMATJATI, KOTA JAKARTA TIMUR. PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA 12560 TELP. 085892502461 EMAIL: AEROUMROHNUSANTARA@GMAIL.COM",0,Detail
83,"PT. AET DUNIA WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","02200087702380001
TGL SK: 04-11-2022
DIREKTUR: ABDUL AZIS","Jl. GAJAH MADA SIMPANG TIGA JORONG III SANGKIR , KELURAHAN LUBUK BASUNG , KECAMATAN LUBUK BASUNG , KAB. AGAM, SUMATERA BARAT, TELP 082391586008, EMAIL , aetduniawisata@gmail.com",1,Detail
84,"PT. AFA MITRA CENDANA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","27022400144710001
TGL SK: 07-06-2024
DIREKTUR: MUHAMMAD FEBRY RAMADHAN","JALAN BANJARAN NOMOR 14 BLOK BANJARAN RT-RW: 001-006, KELURAHAN SAMPIRAN, KECAMATAN TALUN, KAB. CIREBON, JAWA BARAT. TELEPON : 02313002102 EMAIL : MITRAANGARYTRAVEL@GMAIL.COM",0,Detail
85,"PT. AFDHOL QURUN UTAMA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","91201047519990004
TGL SK: 25-01-2024
DIREKTUR: YUDHISTIRA ADWIMURTI","JL. GUNUNG KARANG NOMOR 5 RT-RW: 002-012, KELURAHAN PANDEGLANG, KECAMATAN PANDEGLANG, KAB. PANDEGLANG, BANTEN. TELEPON : 085721089809 EMAIL : AFDHOL.QURUN@GMAIL.COM",0,Detail
86,"PT. AFI TOUR
Akreditasi: A
Tgl Akreditasi: 05-01-2023
Lembaga Akreditasi: PT Tirta Murni Sertifikasi
STATUS DAFTAR HITAM: TIDAK","NOMOR 569 TAHUN 2018
TGL SK: 07-09-2018
DIREKTUR: SAHRUL GUNAWAN","JL. FATMAWATI NO. 4C RT./RW. 007/005, KEL. CILANDAK BARAT, KEC. CILANDAK, KOTA ADM. JAKARTA SELATAN , TELP. (021) 7507706, 7507319 EMAIL: ADMIN@AFITOUR.CO.ID",0,Detail
87,"PT. AFIQAH TOUR & TRAVEL
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","2106220015657
TGL SK: 19-08-2022
DIREKTUR: MUJAHIDIN, SP","JL. MONUMEN EMMY SAELAN III NO. 7 A RT/RW: 005/002, KELURAHAN TIDUNG, KECAMATAN RAPPOCINI, KOTA MAKASSAR, SULAWESI SELATAN TELP. 081354500962 EMAIL: AFIQAHTOURMKS@GMAIL.COM",0,Detail
88,"PT. AFIRA QUEEN HARAMAIN
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","31072300773230004
TGL SK: 20-11-2024
DIREKTUR: SYUKRI SALIM BASBED","JALAN RAYA WONOKUSUMO 25 RT-RW: 011-010, KELURAHAN WONOKUSUMO, KECAMATAN SEMAMPIR, KOTA SURABAYA, JAWA TIMUR. TELEPON ; 081332131117 EMAIL ; AFIRA.QUEENHARAMAIN@GMAIL.COM",0,Detail
89,"PT. AFIZ NURUL QOLBI
Akreditasi: B
Tgl Akreditasi: 24-07-2018
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR 234 TAHUN 2019
TGL SK: 21-05-2019
DIREKTUR: H. AFIEF UBAIDILLAH","WIJAYA GRAND CENTER B 5 LANTAI 1, JL. WIJAYA 2 RT/RW 006/01 KEL. PULO, KEC. KEBAYORAN BARU, KOTA ADMINISTRASI JAKARTA SELATAN. TELP. (021)72799455,72799359 FAX. (021) 7235043 EMAIL: AZ.ANUBI@YAHOOO.COM",0,Detail
90,"PT. AFLAHA CAHAYA WISATA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","81200039810790004
TGL SK: 03-03-2023
DIREKTUR: ACHMAD DAMUJI MUBAROL","""DSN JATI JAJAR DS.PALENGAAN LAOK KC.PALENGAAN KB.PAMEKASAN JAWA TIMUR RT-RW: 003-002, KELURAHAN PALENGAAN LAOK, KECAMATAN PALENGGAAN, KAB. PAMEKASAN, JAWA TIMUR"" AFLAHATOUR@GMAIL.COM 08179050300",0,Detail
91,"PT. AFRAH DIYANI MANDIRI
Akreditasi: B
Tgl Akreditasi: 24-02-2020
Lembaga Akreditasi: KEMENAG
STATUS DAFTAR HITAM: TIDAK","""NOMOR U.125 TAHUN 2021 (NOMOR U.118 TAHUN 2025)""
TGL SK: 15-06-2020
DIREKTUR: YETI NURHAYATI, S. AG","RUKO KRANGGAN ELOK, JL. KRANGGAN PASAR NO. 3 RT. /RW. 004/004 KELURAHAN JATISAMPURNA, KECAMATAN JATISAMPURNA, KOTA BEKASI PROVINSI JAWA BARAT TELP. 02122816777 EMAIL: AFDITOURS@GMAIL.COM",0,Detail
92,"PT. AFTA CHAIRUN HASANAH
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","NOMOR U.471 TAHUN 2021
TGL SK: 13-10-2021
DIREKTUR: HARIMAN","RUKAN PURI MUTIARA JL. GRIYA UTAMA BLOK A76 KEL. SUNTER AGUNG, KEC. TANJUNG PRIOK, JAKARTA UTARA, PROVINSI DAERAH KHUSUS IBUKOTA JAKARTA TELP. 0215330255 EMAIL: PT.AFTACHAIRUNHASANAH@GMAIL.COM",0,Detail
93,"PT. AFTA SEMESTA TRAVELINDO
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","0220203771438
TGL SK: 05-09-2022
DIREKTUR: MONIA FITRIE","JL. PANGKALAN JATI V NO.168 RT-RW: -, KELURAHAN CIPINANG MELAYU, KECAMATAN MAKASAR, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA EMAIL : AFTATOURSOFFICIAL@GMAIL.COM TELP. 02186614950",0,Detail
94,"PT. AFWAJA INSAN KAMIL
Akreditasi: A
Tgl Akreditasi: 17-10-2023
Lembaga Akreditasi: PT EKUALINDO ARTHA SINERGI
STATUS DAFTAR HITAM: TIDAK","NOMOR U.18 TAHUN 2022 (NOMOR U.466 TAHUN 2020)
TGL SK: 29-03-2022
DIREKTUR: NENENG ALWIYAH",JL. MARGASATWA NO. 58 RT. 04 RW.001 KEL. PONDOK LABU KEC. CILANDAKJAKARTA SELATAN DAERAH KHUSUS IBUKOTA JAKARTA 12450 TELP. 02127811269 EMAIL: AFWAJAINSANKAMIL@GMAIL.COM,0,Detail
95,"PT. AGAS KHAERA MUTI HANANA
Akreditasi: B
Tgl Akreditasi: 25-06-2019
Lembaga Akreditasi: Kementerian Agama
STATUS DAFTAR HITAM: TIDAK","NOMOR 943 TAHUN 2019
TGL SK: 24-10-2019
DIREKTUR: SRI AGUNG NURHAYATI","KOTA WISATA RUKO BOSTON SQUARE BLOK. RK. 1/41, DESA CIANGSANA, KEC. GUNUNG PUTRI, KAB. BOGOR, JAWA BARAT, TELP. (021) 29628158, 2962815859, EMAIL: HANA_TOUR14@YAHOO.CO.ID",2,Detail
96,"PT. AGHITS STAR HARAMAIN
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","14062200035880001
TGL SK: 09-01-2024
DIREKTUR: DWI HARYANTI","JL. MAYOR UNUS KM. 5 RT-RW: 001-009, KELURAHAN JOGONEGORO, KECAMATAN MERTOYUDAN, KAB. MAGELANG, JAWA TENGAH. TELEPON : 085602000048 EMAIL : AGHITS.STAR@GMAIL.COM",0,Detail
97,"PT. AGI TUR INDONESIA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","19092201325130001
TGL SK: 24-02-2024
DIREKTUR: ANWAR SAYUTHI","JALAN PANGERAN KUNING NO.39 RT-RW: 002-008, KELURAHAN TANJUNG PURI, KECAMATAN SINTANG, KAB. SINTANG, KALIMANTAN BARAT. TELEPON : 085751807257 EMAIL : PT.AGITOURINDONESIA@GMAIL.COM",0,Detail
98,"PT. AGUNG EL-BADR WISATA
Akreditasi: B
Tgl Akreditasi: 26-02-2020
Lembaga Akreditasi: KEMENAG
STATUS DAFTAR HITAM: TIDAK","NOMOR U.50 TAHUN 2020
TGL SK: 31-03-2020
DIREKTUR: HAMZAH YUSUF",JL WR. SUPRATMAN C-2 KAV 7 RT. 01 RW. 02 KELURAHAN RAMPALCELAKET KECAMATAN KLOJEN KOTA MALANG PROVINSI JAWA TIMUR TELP. 0341-334235 EMAIL: AGUNGWISATA.TRAVEL@GMAIL.COM,0,Detail
99,"PT. AHLAM AULIA MANDIRI
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","NOMOR U.96 TAHUN 2021
TGL SK: 09-02-2021
DIREKTUR: ABDULLAH HUSEN",GRAHA MOZAIK LANTAI 2 UNIT B JL. OTISTA RAYA NO. 40 RT. 10 RW. 02 KEL. BIDARA CINA KEC. JATINEGARA JAKARTA TIMUR DAERAH KHUSUS IBUKOTA JAKARTA 13330 TELP. 02122898730 EMAIL : AHLAMAULIA.TRAVEL@GMAIL.COM,0,Detail
100,"PT. AHMAD WISATA BALLBIRU
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","01032200370790001
TGL SK: 18-08-2022
DIREKTUR: HJ. SUARNI","""JL. TODDOPULI RAYA UTARA BLOK L NOMOR 17, DESA/KELURAHAN PAROPO, KEC. PANAKKUKANG, KOTA MAKASSAR, PROVINSI SULAWESI SELATAN TELP. 04114667888 EMAIL: AHMADTOURDANTRAVEL@GMAIL.COM""",1,Detail
101,"PT. AHMADA BERKAH UTAMA
Akreditasi :
Tgl Akreditasi :
Lembaga Akreditasi :
STATUS DAFTAR HITAM: TIDAK","19072200365030002
TGL SK: 01-05-2024
DIREKTUR: MUHAMMAD SYARIFUDDIN","JL. RAYA BANJARSARI RT-RW: 009-001, KELURAHAN BANJARSARI, KECAMATAN BANDARKEDUNGMULYO, KAB. JOMBANG, JAWA TIMUR. TELEPON : 081231424725 EMAIL : PT.AHMADABERKAHUTAMA@GMAIL.COM",0,Detail
